Product_name,Alcohol_amount,Alcohol_percent,Category,product_id
Glenlivet 1938,75.0,40.0,Scotch Whiskey,169
North Port (Brechin) 1976,70.0,64.1,Scotch Whiskey,1469
SMWS 56.4 (Coleburn),70.0,64.1,Scotch Whiskey,2175
Brora 1971,70.0,50.0,Scotch Whiskey,2412
SMWS 56.5 (Coleburn),70.0,64.7,Scotch Whiskey,798
Glen Garioch 1970,70.0,42.5,Scotch Whiskey,435
Balblair 33 Year Old Gift Set,75.0,45.4,Scotch Whiskey,275
Glenfarclas 1953,70.0,51.1,Scotch Whiskey,1897
Linlithgow 1975,70.0,51.5,Scotch Whiskey,358
Bowmore 1968,70.0,45.5,Scotch Whiskey,1422
Glenkinchie 15 Year Old,70.0,60.1,Scotch Whiskey,1039
North Port 1970,75.0,40.0,Scotch Whiskey,1052
Glenfarclas 5 Year Old,75.0,43.0,Scotch Whiskey,1573
Glen Flagler 8 Year Old,75.0,40.0,Scotch Whiskey,2245
Bowmore 1980,70.0,46.7,Scotch Whiskey,226
Longmorn 1967,70.0,43.0,Scotch Whiskey,1590
Brora 1971,70.0,50.0,Scotch Whiskey,2590
Glenfarclas 1962,70.0,40.9,Scotch Whiskey,1316
Port Ellen 1979,70.0,52.5,Scotch Whiskey,933
Glenfiddich Special,75.0,40.0,Scotch Whiskey,908
Glenlivet 18 Year Old,70.0,43.0,Scotch Whiskey,1238
Linlithgow 1975,70.0,50.5,Scotch Whiskey,2216
Scapa 12 Year Old,100.0,40.0,Scotch Whiskey,614
Glenlochy 1980,70.0,60.1,Scotch Whiskey,699
Highland Park 1966,70.0,43.4,Scotch Whiskey,1743
Glen Flagler 5 Year Old,200.0,40.0,Scotch Whiskey,113
Knockando 1986,70.0,40.0,Scotch Whiskey,2548
Glenlivet 1948,70.0,43.0,Scotch Whiskey,1721
Ardbeg 1972,70.0,49.5,Scotch Whiskey,1265
Ardbeg 1972,70.0,48.8,Scotch Whiskey,2518
Bowmore 1968,70.0,46.0,Scotch Whiskey,1680
Brora 1971,70.0,50.0,Scotch Whiskey,622
Springbank 1966,70.0,53.0,Scotch Whiskey,600
Springbank 1967,75.0,46.0,Scotch Whiskey,1430
Glen Ord 12 Year Old,100.0,40.0,Scotch Whiskey,2581
Benriach 25 Year Old,70.0,46.0,Scotch Whiskey,2024
Longmorn 1957,75.0,40.0,Scotch Whiskey,510
Glencadam 12 Year Old,75.0,40.0,Scotch Whiskey,214
Strathisla 1965,70.0,43.0,Scotch Whiskey,2303
Springbank 10 Year Old,75.0,43.0,Scotch Whiskey,2369
Glenugie 5 Year Old,75.0,40.0,Scotch Whiskey,149
Glen Grant 1936,75.0,40.0,Scotch Whiskey,1933
Highland Park 12 Year Old,70.0,40.0,Scotch Whiskey,632
Dalmore 12 Year Old,100.0,43.0,Scotch Whiskey,33
Glen Elgin 12 Year Old,75.0,43.0,Scotch Whiskey,2472
Bunnahabhain 1967,70.0,40.1,Scotch Whiskey,1664
Aberlour 10 Year Old,100.0,43.0,Scotch Whiskey,975
Strathisla 1937,75.0,40.0,Scotch Whiskey,2294
Teaninich 12 Year Old,70.0,43.0,Scotch Whiskey,1681
Longmorn 1968,70.0,49.8,Scotch Whiskey,1197
Glen Grant 38 Year Old,75.0,40.0,Scotch Whiskey,1258
Deanston Mill 8 Year Old,75.0,40.0,Scotch Whiskey,1693
Deanston Malt,75.0,40.0,Scotch Whiskey,203
Dalmore 20 Year Old,75.0,43.0,Scotch Whiskey,2119
Highland Park 1956,75.0,43.0,Scotch Whiskey,315
Highland Park 1956,75.0,43.0,Scotch Whiskey,2105
Inchgower 1967,75.0,46.0,Scotch Whiskey,1266
Glenlossie 1966,75.0,46.0,Scotch Whiskey,2234
Avonside (Glenlivet) 1938,75.0,43.0,Scotch Whiskey,216
Avonside (Glenlivet) 1938,75.0,43.0,Scotch Whiskey,2215
Strathisla 1937,75.0,43.0,Scotch Whiskey,1129
Strathisla 1937,75.0,43.0,Scotch Whiskey,811
Tomatin 1968,75.0,40.0,Scotch Whiskey,45
Tormore 10 Year Old,75.0,43.0,Scotch Whiskey,2485
Bruichladdich 1964,75.0,43.0,Scotch Whiskey,2464
Millburn 1966,75.0,40.0,Scotch Whiskey,2601
Royal Lochnagar 1969,75.0,40.0,Scotch Whiskey,837
Glenmorangie 10 Year Old,75.0,40.0,Scotch Whiskey,499
Glenmorangie 10 Year Old,75.0,43.0,Scotch Whiskey,2203
Glenfarclas-Glenlivet 7 Year Old,75.0,40.0,Scotch Whiskey,617
Old Fettercairn 1966,75.0,45.0,Scotch Whiskey,408
Glenlivet 21 Year Old,75.0,45.7,Scotch Whiskey,1318
Linkwood 1938,75.0,40.0,Scotch Whiskey,379
Glenlivet 1949,75.0,40.0,Scotch Whiskey,1085
Glen Grant 1949,75.0,40.0,Scotch Whiskey,1584
Glen Grant 1948,75.0,40.0,Scotch Whiskey,1151
Mortlach 10 Year Old,70.0,60.5,Scotch Whiskey,903
Glenesk 1974,70.0,52.7,Scotch Whiskey,1909
Linlithgow 1975,70.0,51.5,Scotch Whiskey,167
Glen Grant 38 Year Old,75.0,40.0,Scotch Whiskey,1948
Strathisla 1949,70.0,40.0,Scotch Whiskey,834
Strathmill Centenary,75.0,40.0,Scotch Whiskey,1729
Auchentoshan 5 Year Old,75.0,40.0,Scotch Whiskey,1792
Brora 1983,70.0,52.9,Scotch Whiskey,2594
Laphroaig 10 Year Old,70.0,40.0,Scotch Whiskey,1140
Talisker 8 Year Old,75.0,45.8,Scotch Whiskey,237
Tamnavulin 24 Year Old,70.0,45.0,Scotch Whiskey,494
Longmorn 1955,75.0,40.0,Scotch Whiskey,848
Glenugie 1966,75.0,40.0,Scotch Whiskey,1173
Cardhu 12 Year Old,75.0,40.0,Scotch Whiskey,1678
Port Ellen 1977,70.0,40.0,Scotch Whiskey,65
Strathisla 8 Year Old,75.0,57.0,Scotch Whiskey,1176
Dalwhinnie 12 Year Old,70.0,57.5,Scotch Whiskey,376
Talisker 1957,75.0,40.0,Scotch Whiskey,2383
Talisker 8 Year Old,75.7,45.8,Scotch Whiskey,576
Glenfarclas 1964,70.0,54.1,Scotch Whiskey,1498
Dalmore 1981,70.0,44.0,Scotch Whiskey,1478
Brora 1982,70.0,46.0,Scotch Whiskey,192
Brora 1981,70.0,46.0,Scotch Whiskey,1476
Strathisla 8 Year Old,75.0,40.0,Scotch Whiskey,679
Glenflagler 1972,70.0,52.6,Scotch Whiskey,2221
Lagavulin 16 Year Old,100.0,43.0,Scotch Whiskey,330
Brora 1972,70.0,47.4,Scotch Whiskey,1760
Glenfarclas 175th Anniversary,70.0,43.0,Scotch Whiskey,479
Lagavulin 12 Year Old,75.0,43.0,Scotch Whiskey,1757
Longmorn-Glenlivet 1956,70.0,40.0,Scotch Whiskey,773
Glenmorangie Finealta,70.0,46.0,Scotch Whiskey,1524
Ardbeg 1966,70.0,42.6,Scotch Whiskey,2225
Glenfarclas 1968,70.0,49.7,Scotch Whiskey,2291
Isle of Jura 8 Year Old,75.0,40.0,Scotch Whiskey,345
Springbank 25 Year Old,75.0,43.0,Scotch Whiskey,548
Tamnavulin-Glenlivet 20 Year Old,75.0,46.0,Scotch Whiskey,1260
Talisker 30 Year Old,70.0,57.3,Scotch Whiskey,1755
Glenkinchie 1990,70.0,55.1,Scotch Whiskey,2385
Highland Park 1991,70.0,53.9,Scotch Whiskey,1310
Glenrothes 8 Year Old,75.0,40.0,Scotch Whiskey,349
Springbank 1977,75.0,57.0,Scotch Whiskey,544
Glenfiddich 40 Year Old,75.0,45.4,Scotch Whiskey,1776
Speyside 1958,75.0,52.8,Scotch Whiskey,2011
Glamis 10 Year Old,75.0,43.0,Scotch Whiskey,526
Highland Park 12 Year Old,75.0,40.0,Scotch Whiskey,469
Longmorn 1969,70.0,53.8,Scotch Whiskey,1818
Ardbeggeddon 1972,75.0,48.4,Scotch Whiskey,1499
Benrinnes 1996,70.0,59.3,Scotch Whiskey,2041
Black Bowmore 1964,75.0,49.0,Scotch Whiskey,1080
Black Bowmore 1964,75.0,50.0,Scotch Whiskey,1224
Glenugie 1967,70.0,40.0,Scotch Whiskey,346
Glen Garioch 1968,70.0,54.4,Scotch Whiskey,2541
Glendronach 1968,75.0,43.0,Scotch Whiskey,2418
Glenkinchie 1992,70.0,58.1,Scotch Whiskey,1254
Inchgower 1993,70.0,61.9,Scotch Whiskey,292
Glenfiddich 40 Year Old,70.0,44.9,Scotch Whiskey,1488
Strathisla 1967,70.0,44.5,Scotch Whiskey,2032
Knockando 1965 Extra Old Reserve,75.0,43.0,Scotch Whiskey,199
Strathisla 1963,70.0,43.0,Scotch Whiskey,94
Glendronach 19 Year Old,75.0,45.0,Scotch Whiskey,2198
Glenrothes 1954,75.0,40.0,Scotch Whiskey,1629
Scapa 10 Year Old,100.0,43.0,Scotch Whiskey,393
Dalwhinnie 15 Year Old,100.0,43.0,Scotch Whiskey,1081
Talisker 1955,70.0,40.0,Scotch Whiskey,1308
Aultmore 12 Year Old,75.7,40.0,Scotch Whiskey,552
Glen Grant 42 Year Old,75.7,40.0,Scotch Whiskey,2489
Longmorn 1969,70.0,57.7,Scotch Whiskey,2575
Glenugie 1967,70.0,40.0,Scotch Whiskey,1794
Glenugie 1966,75.0,40.0,Scotch Whiskey,416
Talisker 30 Year Old,70.0,53.1,Scotch Whiskey,460
Balvenie 17 Year Old,70.0,43.0,Scotch Whiskey,987
St Magdalene 1982,70.0,55.0,Scotch Whiskey,336
Aberlour Antique,70.0,43.0,Scotch Whiskey,2450
Brora 1981,70.0,58.1,Scotch Whiskey,2476
Glenfarclas 1962,70.0,52.0,Scotch Whiskey,2242
Glenfarclas 150th Anniversary & 4 Glasses Set,75.0,43.0,Scotch Whiskey,2050
Brora 1972,70.0,58.7,Scotch Whiskey,501
Highland Park 8 Year Old,75.0,43.0,Scotch Whiskey,2288
Glenury Royal 1973,70.0,53.7,Scotch Whiskey,867
Dalwhinnie 8 Year Old,75.0,40.0,Scotch Whiskey,1747
St Magdalene 1964,75.0,40.0,Scotch Whiskey,1639
Macallan 1980,70.0,40.0,Scotch Whiskey,2238
Tamdhu 10 Year Old,75.0,40.0,Scotch Whiskey,902
Glen Spey 12 Year Old,70.0,53.5,Scotch Whiskey,1537
St Magdalene 1980,70.0,40.0,Scotch Whiskey,2334
Glen Elgin 14 Year Old,75.0,43.0,Scotch Whiskey,1914
Laphroaig 21 Year Old,70.0,53.4,Scotch Whiskey,2324
Brora 1972,70.0,58.7,Scotch Whiskey,2417
Linlithgow 1982,70.0,43.0,Scotch Whiskey,1741
Aberlour 1966,70.0,43.0,Scotch Whiskey,1293
Bruichladdich 1984,70.0,51.0,Scotch Whiskey,989
Glenfarclas 105',70.0,60.0,Scotch Whiskey,1086
Brorageddon 1972,75.0,50.8,Scotch Whiskey,2649
Laphroaig 1981,70.0,56.6,Scotch Whiskey,1084
Glenesk,75.0,40.0,Scotch Whiskey,329
Inchgower 12 Year Old,75.7,40.0,Scotch Whiskey,1169
Glenfarclas 8 Year Old,75.0,40.0,Scotch Whiskey,691
Glen Grant 1954,70.0,40.0,Scotch Whiskey,792
Glen Grant 1953,70.0,40.0,Scotch Whiskey,874
Springbank 1966,70.0,52.5,Scotch Whiskey,85
Singleton of Auchroisk 20 Year Old,75.0,59.0,Scotch Whiskey,261
Royal Lochnagar 10 Year Old,70.0,57.2,Scotch Whiskey,844
Hillside 1970,75.0,61.1,Scotch Whiskey,1547
Glentauchers 1979,70.0,40.0,Scotch Whiskey,2648
Glendronach 12 Year Old,70.0,40.0,Scotch Whiskey,1503
Ardbeg 1972,70.0,48.5,Scotch Whiskey,369
Talisker 1955,70.0,53.6,Scotch Whiskey,2123
Port Ellen 1980,70.0,43.0,Scotch Whiskey,1276
Old Pulteney 8 Year Old,75.0,40.0,Scotch Whiskey,1696
Glenlivet 1946,75.0,40.0,Scotch Whiskey,2243
Glenfarclas Morgan 18 Year Old,75.0,43.0,Scotch Whiskey,2347
Caol Ila 12 Year Old,75.0,40.0,Scotch Whiskey,959
Glenfarclas 21 Year Old,75.0,43.0,Scotch Whiskey,184
Glenfarclas 15 Year Old,75.0,40.0,Scotch Whiskey,990
Glenfarclas 15 Year Old,75.0,46.0,Scotch Whiskey,1374
Balvenie 12 Year Old Classic,75.0,43.0,Scotch Whiskey,1686
SMWS 92.7 (Lochside),70.0,61.2,Scotch Whiskey,397
Linkwood,70.0,43.0,Scotch Whiskey,1540
Ardbeg 1998,70.0,55.9,Scotch Whiskey,1189
Strathisla 35 Year Old,75.0,40.0,Scotch Whiskey,736
Glenlivet 1948,75.0,40.0,Scotch Whiskey,2631
Hazelwood Reserve (Kininvie) 1990,70.0,52.5,Scotch Whiskey,442
Bunnahabhain 12 Year Old,70.0,40.0,Scotch Whiskey,1593
Port Ellen 1979,70.0,40.0,Scotch Whiskey,1550
Port Ellen 12 Year Old,70.0,40.0,Scotch Whiskey,977
Glen Grant 1948,70.0,40.0,Scotch Whiskey,434
Glenmorangie 1993,70.0,56.9,Scotch Whiskey,421
Glenmorangie 1976,75.0,59.2,Scotch Whiskey,586
Bowmore De Luxe,75.7,40.0,Scotch Whiskey,402
Port Ellen 1982,70.0,56.8,Scotch Whiskey,1548
Ardbeg 1975,70.0,53.7,Scotch Whiskey,269
Glenury Royal 1970,70.0,57.9,Scotch Whiskey,2567
Tobermory Bicentenary,70.0,40.0,Scotch Whiskey,817
Aultmore 12 Year Old,75.0,40.0,Scotch Whiskey,1288
Glen Grant 1972,70.0,54.9,Scotch Whiskey,1047
Laphroaig 1980,70.0,57.4,Scotch Whiskey,503
Cragganmore 12 Year Old,75.0,45.7,Scotch Whiskey,1456
Glen Grant 1966,70.0,40.0,Scotch Whiskey,1350
Linlithgow 1982,70.0,50.0,Scotch Whiskey,853
Bruichladdich 34 Year Old,70.0,41.0,Scotch Whiskey,238
Ledaig 20 Year Old,70.0,40.0,Scotch Whiskey,862
Fettercairn 875,75.0,43.0,Scotch Whiskey,1089
Longmorn 15 Year Old,70.0,43.0,Scotch Whiskey,489
Glentauchers 12 Year Old,75.0,43.0,Scotch Whiskey,48
Talisker 30 Year Old,70.0,50.7,Scotch Whiskey,2436
Lagavulin 1985,70.0,56.5,Scotch Whiskey,0
Glenfarclas 1966,70.0,51.5,Scotch Whiskey,1830
Glenfarclas 1963,70.0,56.7,Scotch Whiskey,1452
Glenfarclas 1958,70.0,51.6,Scotch Whiskey,370
Benromach 17 Year Old,70.0,43.0,Scotch Whiskey,654
Glenrothes 8 Year Old,75.0,40.0,Scotch Whiskey,2092
Dalmore 1973,70.0,45.0,Scotch Whiskey,2379
Ardbeg 1972,70.0,44.2,Scotch Whiskey,611
Isle of Jura 1966,70.0,45.1,Scotch Whiskey,1832
Secret Stills No: 2.1 (Cragganmore) 1966,70.0,45.0,Scotch Whiskey,1408
Bruichladdich,75.0,43.0,Scotch Whiskey,448
Glenfarclas 12 Year Old,75.0,43.0,Scotch Whiskey,1333
Dufftown-Glenlivet 8 Year Old,75.0,40.0,Scotch Whiskey,984
Dalmore 12 Year Old,75.0,40.0,Scotch Whiskey,1562
Longrow 1973,75.0,46.0,Scotch Whiskey,812
Glen Garioch 1968,70.0,56.4,Scotch Whiskey,1809
Bowmore Bicentenary,75.0,43.0,Scotch Whiskey,919
Aberlour-Glenlivet Centenary Crystal,75.0,46.0,Scotch Whiskey,1458
Ardbeg 1998,70.0,54.1,Scotch Whiskey,2095
Ardbeg 1975,70.0,58.3,Scotch Whiskey,2314
Oban 14 Year Old,75.0,43.0,Scotch Whiskey,343
Glenordie 12 Year Old,75.0,40.0,Scotch Whiskey,1676
Ardbeg 1975,70.0,46.1,Scotch Whiskey,733
Talisker 30 Year Old,70.0,51.9,Scotch Whiskey,2428
St Magdalene 1964,75.0,40.0,Scotch Whiskey,1267
Rosebank 8 Year Old,75.0,40.0,Scotch Whiskey,1589
Lochside 1966,75.0,40.0,Scotch Whiskey,2196
Glen Ord 1973,75.0,59.8,Scotch Whiskey,1367
Glen Ord 12 Year Old,70.0,40.0,Scotch Whiskey,1455
Glen Grant 1968,70.0,57.7,Scotch Whiskey,92
Glen Elgin,75.0,43.0,Scotch Whiskey,572
Secret Stills No: 2.1 (Cragganmore) 1966,70.0,45.0,Scotch Whiskey,591
Cardhu 12 Year Old,100.0,43.0,Scotch Whiskey,1770
Brora 1982,70.0,43.0,Scotch Whiskey,1662
Tullibardine 10 Year Old,75.0,40.0,Scotch Whiskey,1519
Tamnavulin 1966,70.0,52.6,Scotch Whiskey,1128
Talisker 12 Year Old,75.0,43.0,Scotch Whiskey,1432
Talisker 8 Year Old,75.0,45.8,Scotch Whiskey,660
Talisker 1958,75.0,40.0,Scotch Whiskey,37
Talisker 1958,75.0,40.0,Scotch Whiskey,537
Talisker 1956,75.0,54.4,Scotch Whiskey,2268
Talisker 1956,75.0,40.0,Scotch Whiskey,2644
Talisker 1955,70.0,50.4,Scotch Whiskey,427
Strathmill Centenary Decanter,75.0,43.0,Scotch Whiskey,624
Strathmill 15 Year Old,70.0,53.5,Scotch Whiskey,100
Strathisla 30 Year Old,75.0,40.0,Scotch Whiskey,1242
Strathisla 1964,70.0,43.0,Scotch Whiskey,913
Strathisla 1954,70.0,43.0,Scotch Whiskey,1277
Strathisla 1953,70.0,43.0,Scotch Whiskey,42
Strathisla 1937,75.0,40.0,Scotch Whiskey,2364
Springbank 1967,75.0,46.0,Scotch Whiskey,187
Springbank 50 Year Old,75.0,43.0,Scotch Whiskey,1921
Springbank 1965,75.0,46.0,Scotch Whiskey,2
Springbank 1963,75.0,46.0,Scotch Whiskey,1771
Springbank 15 Year Old,75.0,46.0,Scotch Whiskey,1898
Springbank 15 Year Old,75.0,46.0,Scotch Whiskey,1420
Springbank 15 Year Old,75.0,46.0,Scotch Whiskey,2467
Springbank 12 Year Old,75.0,46.0,Scotch Whiskey,1326
Springbank 1969,70.0,46.0,Scotch Whiskey,441
Springbank 30 Year Old,70.0,50.0,Scotch Whiskey,1113
Springbank 1964,70.0,52.2,Scotch Whiskey,604
Springbank 1964,75.0,51.5,Scotch Whiskey,254
Singleton of Auchroisk 1975,75.0,40.0,Scotch Whiskey,780
Singleton of Auchroisk 10 Year Old,100.0,43.0,Scotch Whiskey,2091
Rosebank,75.0,40.0,Scotch Whiskey,1728
Rosebank Ceramic 15 Year Old,75.0,50.0,Scotch Whiskey,800
Port Ellen 1979,70.0,46.0,Scotch Whiskey,1248
Port Ellen 1979,70.0,43.0,Scotch Whiskey,1515
Port Ellen 1979,70.0,50.0,Scotch Whiskey,541
Port Ellen 1978,70.0,50.0,Scotch Whiskey,264
Old Pulteney 1966,70.0,40.0,Scotch Whiskey,1538
North Port Brechin 1974,75.0,43.0,Scotch Whiskey,2551
North Port Brechin 1979,70.0,61.2,Scotch Whiskey,2621
Brechin 1976,70.0,60.4,Scotch Whiskey,364
Mortlach 1954,70.0,43.0,Scotch Whiskey,888
Mortlach 1949,70.0,40.0,Scotch Whiskey,643
Mortlach 1936,75.0,40.0,Scotch Whiskey,2273
Mortlach 1936,75.0,40.0,Scotch Whiskey,1857
Mortlach 1936,75.0,40.0,Scotch Whiskey,1765
Mortlach 1936,75.0,43.0,Scotch Whiskey,1414
Miltonduff-Glenlivet 12 Year Old,75.7,43.0,Scotch Whiskey,1395
Millburn 1974,70.0,58.7,Scotch Whiskey,2183
Millburn 1975,70.0,58.9,Scotch Whiskey,1139
Pride of Strathspey 1938,75.0,40.0,Scotch Whiskey,599
Macallan Private Eye,70.0,40.0,Scotch Whiskey,2554
Macallan 1979,70.0,40.0,Scotch Whiskey,961
Laphroaig 1977,75.0,43.0,Scotch Whiskey,2604
Laphroaig 1976,75.0,43.0,Scotch Whiskey,1481
Laphroaig 15 Year Old,75.0,40.0,Scotch Whiskey,1007
Laphroaig 10 Year Old,75.0,40.0,Scotch Whiskey,842
Linkwood 1954,70.0,40.0,Scotch Whiskey,806
Linkwood 1939,75.0,40.0,Scotch Whiskey,1402
Linkwood 1939,75.0,43.0,Scotch Whiskey,634
Lagavulin 12 Year Old,75.0,43.0,Scotch Whiskey,1153
Lagavulin 12 Year Old,75.0,43.0,Scotch Whiskey,1949
Lagavulin 12 Year Old,70.0,57.8,Scotch Whiskey,616
Longrow 1987,70.0,45.0,Scotch Whiskey,2080
Longrow 1973,70.0,43.2,Scotch Whiskey,2300
Longrow 1974,70.0,54.7,Scotch Whiskey,127
Longmorn 1973,70.0,55.5,Scotch Whiskey,1109
Lochside 10 Year Old,75.0,40.0,Scotch Whiskey,2431
Lochside 1966,70.0,47.7,Scotch Whiskey,1077
Loch Dhu 10 Year Old,100.0,40.0,Scotch Whiskey,2529
Knockando 1974,70.0,43.0,Scotch Whiskey,2283
Isle of Jura 1973,70.0,55.0,Scotch Whiskey,2473
Isle of Jura 1965,70.0,44.0,Scotch Whiskey,1724
Highland Park 25 Year Old,70.0,53.5,Scotch Whiskey,2252
Highland Park 21 Year Old,75.0,43.0,Scotch Whiskey,1463
Highland Park 1977,70.0,40.0,Scotch Whiskey,921
Highland Park 1967,70.0,43.0,Scotch Whiskey,1623
Highland Park 18 Year Old,70.0,43.0,Scotch Whiskey,1389
Highland Park 12 Year Old,70.0,40.0,Scotch Whiskey,136
Highland Park 8 Year Old,75.0,43.0,Scotch Whiskey,1475
Glenury Royal 1953,70.0,42.8,Scotch Whiskey,783
Glenugie 1979,70.0,50.0,Scotch Whiskey,767
Glen Spey 8 Year Old,70.0,40.0,Scotch Whiskey,895
Glen Spey 8 Year Old,75.0,40.0,Scotch Whiskey,1850
Glen Spey 21 Year Old,75.0,55.4,Scotch Whiskey,596
Glen Scotia 1969,70.0,50.0,Scotch Whiskey,1221
Glenrothes 1979,70.0,43.0,Scotch Whiskey,2140
Glenrothes 1978,70.0,43.0,Scotch Whiskey,716
Glenrothes 1973,70.0,43.0,Scotch Whiskey,2256
Glenrothes 1971,70.0,43.0,Scotch Whiskey,905
Glendronach 150th Anniversary,75.0,40.0,Scotch Whiskey,2082
Glendronach 1968,75.0,43.0,Scotch Whiskey,473
Glen Ord 12 Year Old,75.0,40.0,Scotch Whiskey,338
Glen Mhor 1965,70.0,49.2,Scotch Whiskey,1245
Glen Mhor 10 Year Old,75.0,43.0,Scotch Whiskey,322
Glen Mhor 10 Year Old,75.0,43.0,Scotch Whiskey,1312
Glen Mhor 1965,70.0,43.0,Scotch Whiskey,1008
Glenmorangie Port Wood,70.0,46.5,Scotch Whiskey,2610
Glenmorangie Cognac Matured,70.0,43.0,Scotch Whiskey,420
Glenmorangie Warehouse No.3 Reserve,100.0,40.0,Scotch Whiskey,2325
Glenmorangie,70.0,43.0,Scotch Whiskey,2435
Glenmorangie 1993,70.0,56.3,Scotch Whiskey,1819
Glenmorangie 1991,70.0,55.7,Scotch Whiskey,722
Glenmorangie 1981,70.0,54.5,Scotch Whiskey,2004
Glenmorangie 1979,70.0,40.0,Scotch Whiskey,2299
Glenmorangie 1975,70.0,43.0,Scotch Whiskey,567
Glenmorangie 1975,70.0,46.0,Scotch Whiskey,2152
Glenmorangie Original 1974,50.0,43.0,Scotch Whiskey,1961
Glenmorangie 12 Year Old,70.0,40.0,Scotch Whiskey,2530
Glenmorangie 10 Year Old,100.0,57.2,Scotch Whiskey,825
Glenlochy 1952,70.0,43.0,Scotch Whiskey,2500
Glenlivet Special Export Reserve,75.0,43.0,Scotch Whiskey,1671
Glenlivet 34 Year Old,75.0,40.0,Scotch Whiskey,1649
Glenlivet 21 Year Old,75.0,43.0,Scotch Whiskey,1190
Glenlivet 20 Year Old,75.0,45.7,Scotch Whiskey,2580
Glenlivet 1967,70.0,46.0,Scotch Whiskey,318
Glenlivet 1964,70.0,45.1,Scotch Whiskey,1614
Glenlivet 1955,70.0,40.0,Scotch Whiskey,2054
Glenlivet 1946,70.0,40.0,Scotch Whiskey,490
Glenlossie 12 Year Old,70.0,55.5,Scotch Whiskey,2553
Glen Grant 20 Year Old,75.0,43.0,Scotch Whiskey,890
Glen Grant 1972,70.0,56.1,Scotch Whiskey,1359
Glen Grant 1965,70.0,40.0,Scotch Whiskey,918
Glen Grant 1958,70.0,40.0,Scotch Whiskey,1067
Glen Grant 1956,70.0,40.0,Scotch Whiskey,1180
Glen Grant 1955,70.0,40.0,Scotch Whiskey,1598
Glen Grant 1952,75.0,40.0,Scotch Whiskey,2403
Glen Grant 1952,70.0,40.0,Scotch Whiskey,138
Glen Grant 1951,70.0,40.0,Scotch Whiskey,873
Glen Grant 1950,70.0,40.0,Scotch Whiskey,2359
Glen Grant 1948,70.0,40.0,Scotch Whiskey,70
Glen Grant 1936,75.0,40.0,Scotch Whiskey,771
Glen Grant 15 Year Old,75.7,40.0,Scotch Whiskey,2251
Glenglassaugh 12 Year Old,70.0,43.0,Scotch Whiskey,360
Glen Garioch Bicentenary 37 Year Old,70.0,43.0,Scotch Whiskey,578
Glen Garioch 1968,75.0,55.5,Scotch Whiskey,1036
Glen Garioch 1968,70.0,56.3,Scotch Whiskey,2298
Glen Garioch 1958,70.0,43.0,Scotch Whiskey,166
Glen Garioch 1968,70.0,55.9,Scotch Whiskey,2037
Glen Flagler 1972,70.0,52.0,Scotch Whiskey,102
Glen Flagler 1970,70.0,50.1,Scotch Whiskey,957
Glen Flagler,75.0,40.0,Scotch Whiskey,2445
Glen Flagler 1973,70.0,46.0,Scotch Whiskey,1859
Glen Flagler 8 Year Old,75.0,40.0,Scotch Whiskey,538
Glen Flagler 5 Year Old,75.0,40.0,Scotch Whiskey,2133
Glenfiddich Straight Malt,75.0,40.0,Scotch Whiskey,1313
Glenfiddich 50 Year Old,70.0,43.0,Scotch Whiskey,2226
Glenfiddich 1991,70.0,40.0,Scotch Whiskey,193
Glenfarclas 1959,70.0,50.2,Scotch Whiskey,966
Glenfarclas 1959,70.0,46.0,Scotch Whiskey,1986
Glenfarclas 15 Year Old,75.0,45.0,Scotch Whiskey,488
Glenfarclas-Glenlivet 8 Year Old,75.0,40.0,Scotch Whiskey,841
Glenfarclas 25 Year Old,75.0,40.0,Scotch Whiskey,2007
Glenesk 1969,75.0,60.0,Scotch Whiskey,355
Glenesk 12 Year Old,75.0,40.0,Scotch Whiskey,821
Glenesk 5 Year Old,75.0,40.0,Scotch Whiskey,981
Glenesk 1984,70.0,43.0,Scotch Whiskey,1876
Glencadam 12 Year Old,75.0,40.0,Scotch Whiskey,1785
Glen Albyn 10 Year Old,75.0,43.4,Scotch Whiskey,991
Edradour 10 Year Old,75.0,40.0,Scotch Whiskey,1688
Edradour 10 Year Old,70.0,40.0,Scotch Whiskey,1673
Dunglas 1967,70.0,46.0,Scotch Whiskey,496
Dunglass 1967,75.0,46.0,Scotch Whiskey,2278
Dufftown-Glenlivet 12 Year Old,100.0,43.0,Scotch Whiskey,2384
Dufftown-Glenlivet 8 Year Old,100.0,40.0,Scotch Whiskey,363
Dufftown-Glenlivet 8 Year Old,75.7,40.0,Scotch Whiskey,1718
Dufftown-Glenlivet 8 Year Old,75.0,46.0,Scotch Whiskey,937
Dufftown-Glenlivet 8 Year Old,75.0,46.0,Scotch Whiskey,2593
Dufftown-Glenlivet 8 Year Old,75.0,40.0,Scotch Whiskey,2614
Dufftown-Glenlivet 8 Year Old,75.0,46.0,Scotch Whiskey,148
Dailuaine 17 Year Old,70.0,59.5,Scotch Whiskey,786
Dailuaine 1980,70.0,63.0,Scotch Whiskey,1383
Dalmore 50 Year Old,75.0,43.0,Scotch Whiskey,506
Dalmore 30 Year Old,70.0,50.0,Scotch Whiskey,1893
Dalmore 25 Year Old,75.0,43.0,Scotch Whiskey,354
Dalmore 12 Year Old,75.0,40.0,Scotch Whiskey,563
Dalmore 12 Year Old,75.0,43.0,Scotch Whiskey,172
Dalmore 8 Year Old,75.0,40.0,Scotch Whiskey,383
